# t_ns	Wlong_V/pC	Wx_dip_V/pCmm	Wy_dip_V/pCmm
8.010000000000e-01	-1.150832928510e+02	-4.401996932771e-04	-4.401996932771e-04
8.020000000000e-01	-1.156969132359e+02	-4.364475222686e-04	-4.364475222686e-04
8.030000000000e-01	-1.163095518238e+02	-4.327056104634e-04	-4.327056104634e-04
8.040000000000e-01	-1.169212086148e+02	-4.289739578614e-04	-4.289739578614e-04
8.050000000000e-01	-1.175328654058e+02	-4.252423052596e-04	-4.252423052596e-04
8.060000000000e-01	-1.181425394437e+02	-4.215473975104e-04	-4.215473975104e-04
8.070000000000e-01	-1.187522134816e+02	-4.178524897611e-04	-4.178524897611e-04
8.080000000000e-01	-1.193608867611e+02	-4.141833080455e-04	-4.141833080455e-04
8.090000000000e-01	-1.199685592824e+02	-4.105398523629e-04	-4.105398523629e-04
8.100000000000e-01	-1.205762318036e+02	-4.068963966807e-04	-4.068963966807e-04
8.110000000000e-01	-1.211818844166e+02	-4.033175658141e-04	-4.033175658141e-04
8.120000000000e-01	-1.217875370296e+02	-3.997387349474e-04	-3.997387349474e-04
8.130000000000e-01	-1.223921706662e+02	-3.961980315150e-04	-3.961980315150e-04
8.140000000000e-01	-1.229957853265e+02	-3.926954555160e-04	-3.926954555160e-04
8.150000000000e-01	-1.235993999868e+02	-3.891928795175e-04	-3.891928795175e-04
8.160000000000e-01	-1.242009589725e+02	-3.857766444436e-04	-3.857766444436e-04
8.170000000000e-01	-1.248025179582e+02	-3.823604093698e-04	-3.823604093698e-04
8.180000000000e-01	-1.254030403941e+02	-3.789916185647e-04	-3.789916185647e-04
8.190000000000e-01	-1.260025262802e+02	-3.756702720273e-04	-3.756702720273e-04
8.200000000000e-01	-1.266020121662e+02	-3.723489254905e-04	-3.723489254905e-04
8.210000000000e-01	-1.271994077990e+02	-3.691294889306e-04	-3.691294889306e-04
8.220000000000e-01	-1.277968034317e+02	-3.659100523706e-04	-3.659100523706e-04
8.230000000000e-01	-1.283931454835e+02	-3.627443278652e-04	-3.627443278652e-04
8.240000000000e-01	-1.289884339545e+02	-3.596323154133e-04	-3.596323154133e-04
8.250000000000e-01	-1.295837224255e+02	-3.565203029619e-04	-3.565203029619e-04
8.260000000000e-01	-1.301768870457e+02	-3.535197467144e-04	-3.535197467144e-04
8.270000000000e-01	-1.307700516660e+02	-3.505191904669e-04	-3.505191904669e-04
8.280000000000e-01	-1.313621461130e+02	-3.475756531035e-04	-3.475756531035e-04
8.290000000000e-01	-1.319531703869e+02	-3.446891346229e-04	-3.446891346229e-04
8.300000000000e-01	-1.325441946607e+02	-3.418026161430e-04	-3.418026161430e-04
8.310000000000e-01	-1.331330622599e+02	-3.390313039661e-04	-3.390313039661e-04
8.320000000000e-01	-1.337219298591e+02	-3.362599917892e-04	-3.362599917892e-04
8.330000000000e-01	-1.343097110277e+02	-3.335461821596e-04	-3.335461821596e-04
8.340000000000e-01	-1.348964057656e+02	-3.308898750762e-04	-3.308898750762e-04
8.350000000000e-01	-1.354831005036e+02	-3.282335679934e-04	-3.282335679934e-04
8.360000000000e-01	-1.360676063099e+02	-3.256907438375e-04	-3.256907438375e-04
8.370000000000e-01	-1.366521121161e+02	-3.231479196816e-04	-3.231479196816e-04
8.380000000000e-01	-1.372355154669e+02	-3.206604424415e-04	-3.206604424415e-04
8.390000000000e-01	-1.378178163621e+02	-3.182283121162e-04	-3.182283121162e-04
8.400000000000e-01	-1.384001172573e+02	-3.157961817914e-04	-3.157961817914e-04
8.410000000000e-01	-1.389801973285e+02	-3.134707482305e-04	-3.134707482305e-04
8.420000000000e-01	-1.395602773996e+02	-3.111453146696e-04	-3.111453146696e-04
8.430000000000e-01	-1.401392391233e+02	-3.088706587664e-04	-3.088706587664e-04
8.440000000000e-01	-1.407170824996e+02	-3.066467805198e-04	-3.066467805198e-04
8.450000000000e-01	-1.412949258759e+02	-3.044229022737e-04	-3.044229022737e-04
8.460000000000e-01	-1.418705167051e+02	-3.022943613859e-04	-3.022943613859e-04
8.470000000000e-01	-1.424461075343e+02	-3.001658204981e-04	-3.001658204981e-04
8.480000000000e-01	-1.430205641618e+02	-2.980813369741e-04	-2.980813369741e-04
8.490000000000e-01	-1.435938865876e+02	-2.960409108128e-04	-2.960409108128e-04
8.500000000000e-01	-1.441672090135e+02	-2.940004846520e-04	-2.940004846520e-04
8.510000000000e-01	-1.447382471533e+02	-2.920400213299e-04	-2.920400213299e-04
8.520000000000e-01	-1.453092852931e+02	-2.900795580079e-04	-2.900795580079e-04
8.530000000000e-01	-1.458791733248e+02	-2.881545748582e-04	-2.881545748582e-04
8.540000000000e-01	-1.464479112484e+02	-2.862650718801e-04	-2.862650718801e-04
8.550000000000e-01	-1.470166491720e+02	-2.843755689023e-04	-2.843755689023e-04
8.560000000000e-01	-1.475830708813e+02	-2.825472546603e-04	-2.825472546603e-04
8.570000000000e-01	-1.481494925905e+02	-2.807189404183e-04	-2.807189404183e-04
8.580000000000e-01	-1.487147481499e+02	-2.789159921631e-04	-2.789159921631e-04
8.590000000000e-01	-1.492788375593e+02	-2.771384098942e-04	-2.771384098942e-04
8.600000000000e-01	-1.498429269688e+02	-2.753608276255e-04	-2.753608276255e-04
8.610000000000e-01	-1.504046678871e+02	-2.736229214395e-04	-2.736229214395e-04
8.620000000000e-01	-1.509664088055e+02	-2.718850152535e-04	-2.718850152535e-04
8.630000000000e-01	-1.515269673211e+02	-2.701611634516e-04	-2.701611634516e-04
8.640000000000e-01	-1.520863434341e+02	-2.684513660332e-04	-2.684513660332e-04
8.650000000000e-01	-1.526457195470e+02	-2.667415686150e-04	-2.667415686150e-04
8.660000000000e-01	-1.532027144008e+02	-2.650478901991e-04	-2.650478901991e-04
8.670000000000e-01	-1.537597092545e+02	-2.633542117832e-04	-2.633542117832e-04
8.680000000000e-01	-1.543155051747e+02	-2.616624316848e-04	-2.616624316848e-04
8.690000000000e-01	-1.548701021612e+02	-2.599725499039e-04	-2.599725499039e-04
8.700000000000e-01	-1.554246991476e+02	-2.582826681230e-04	-2.582826681230e-04
8.710000000000e-01	-1.559768814904e+02	-2.565840183259e-04	-2.565840183259e-04
8.720000000000e-01	-1.565290638331e+02	-2.548853685289e-04	-2.548853685289e-04
8.730000000000e-01	-1.570800303752e+02	-2.531759764508e-04	-2.531759764508e-04
8.740000000000e-01	-1.576297811168e+02	-2.514558420920e-04	-2.514558420920e-04
8.750000000000e-01	-1.581795318583e+02	-2.497357077329e-04	-2.497357077329e-04
8.760000000000e-01	-1.587268338488e+02	-2.479813104364e-04	-2.479813104364e-04
8.770000000000e-01	-1.592741358392e+02	-2.462269131398e-04	-2.462269131398e-04
8.780000000000e-01	-1.598202047780e+02	-2.444490089445e-04	-2.444490089445e-04
8.790000000000e-01	-1.603650406650e+02	-2.426475978510e-04	-2.426475978510e-04
8.800000000000e-01	-1.609098765520e+02	-2.408461867571e-04	-2.408461867571e-04
8.810000000000e-01	-1.614522287717e+02	-2.389851267689e-04	-2.389851267689e-04
8.820000000000e-01	-1.619945809915e+02	-2.371240667807e-04	-2.371240667807e-04
8.830000000000e-01	-1.625356824862e+02	-2.352269660596e-04	-2.352269660596e-04
8.840000000000e-01	-1.630755332559e+02	-2.332938246063e-04	-2.332938246063e-04
8.850000000000e-01	-1.636153840256e+02	-2.313606831525e-04	-2.313606831525e-04
8.860000000000e-01	-1.641527153374e+02	-2.293433151094e-04	-2.293433151094e-04
8.870000000000e-01	-1.646900466492e+02	-2.273259470663e-04	-2.273259470663e-04
8.880000000000e-01	-1.652261091129e+02	-2.252605782454e-04	-2.252605782454e-04
8.890000000000e-01	-1.657609027287e+02	-2.231472086479e-04	-2.231472086479e-04
8.900000000000e-01	-1.662956963445e+02	-2.210338390498e-04	-2.210338390498e-04
8.910000000000e-01	-1.668279337925e+02	-2.188131432590e-04	-2.188131432590e-04
8.920000000000e-01	-1.673601712405e+02	-2.165924474682e-04	-2.165924474682e-04
8.930000000000e-01	-1.678911212507e+02	-2.143126900660e-04	-2.143126900660e-04
8.940000000000e-01	-1.684207838232e+02	-2.119738710538e-04	-2.119738710538e-04
8.950000000000e-01	-1.689504463957e+02	-2.096350520408e-04	-2.096350520408e-04
8.960000000000e-01	-1.694775151478e+02	-2.071679144784e-04	-2.071679144784e-04
8.970000000000e-01	-1.700045838999e+02	-2.047007769160e-04	-2.047007769160e-04
8.980000000000e-01	-1.705303461511e+02	-2.021647185586e-04	-2.021647185586e-04
8.990000000000e-01	-1.710548019012e+02	-1.995597394075e-04	-1.995597394075e-04
9.000000000000e-01	-1.715792576514e+02	-1.969547602557e-04	-1.969547602557e-04
9.010000000000e-01	-1.721010809828e+02	-1.942031555777e-04	-1.942031555777e-04
9.020000000000e-01	-1.726229043141e+02	-1.914515508996e-04	-1.914515508996e-04
9.030000000000e-01	-1.731434016114e+02	-1.886226424198e-04	-1.886226424198e-04
9.040000000000e-01	-1.736625728747e+02	-1.857164301397e-04	-1.857164301397e-04
9.050000000000e-01	-1.741817441379e+02	-1.828102178587e-04	-1.828102178587e-04
9.060000000000e-01	-1.746982434550e+02	-1.797422762347e-04	-1.797422762347e-04
9.070000000000e-01	-1.752147427722e+02	-1.766743346107e-04	-1.766743346107e-04
9.080000000000e-01	-1.757298960656e+02	-1.735224245844e-04	-1.735224245844e-04
9.090000000000e-01	-1.762437033352e+02	-1.702865461577e-04	-1.702865461577e-04
9.100000000000e-01	-1.767575106049e+02	-1.670506677301e-04	-1.670506677301e-04
9.110000000000e-01	-1.772686055086e+02	-1.636416085492e-04	-1.636416085492e-04
9.120000000000e-01	-1.777797004122e+02	-1.602325493684e-04	-1.602325493684e-04
9.130000000000e-01	-1.782894288686e+02	-1.567347817439e-04	-1.567347817439e-04
9.140000000000e-01	-1.787977908778e+02	-1.531483056778e-04	-1.531483056778e-04
9.150000000000e-01	-1.793061528869e+02	-1.495618296107e-04	-1.495618296107e-04
9.160000000000e-01	-1.798117612716e+02	-1.457947475891e-04	-1.457947475891e-04
9.170000000000e-01	-1.803173696563e+02	-1.420276655676e-04	-1.420276655676e-04
9.180000000000e-01	-1.808215907677e+02	-1.381692265759e-04	-1.381692265759e-04
9.190000000000e-01	-1.813244246058e+02	-1.342194306160e-04	-1.342194306160e-04
9.200000000000e-01	-1.818272584439e+02	-1.302696346551e-04	-1.302696346551e-04
9.210000000000e-01	-1.823272966315e+02	-1.261361265578e-04	-1.261361265578e-04
9.220000000000e-01	-1.828273348191e+02	-1.220026184604e-04	-1.220026184604e-04
9.230000000000e-01	-1.833259645441e+02	-1.177773217211e-04	-1.177773217211e-04
9.240000000000e-01	-1.838231858067e+02	-1.134602363420e-04	-1.134602363420e-04
9.250000000000e-01	-1.843204070692e+02	-1.091431509619e-04	-1.091431509619e-04
9.260000000000e-01	-1.848147899735e+02	-1.046437739881e-04	-1.046437739881e-04
9.270000000000e-01	-1.853091728778e+02	-1.001443970144e-04	-1.001443970144e-04
9.280000000000e-01	-1.858021258135e+02	-9.555509861869e-05	-9.555509861869e-05
9.290000000000e-01	-1.862936487806e+02	-9.087587880310e-05	-9.087587880310e-05
9.300000000000e-01	-1.867851717478e+02	-8.619665898655e-05	-8.619665898655e-05
9.310000000000e-01	-1.872738130666e+02	-8.134121481680e-05	-8.134121481680e-05
9.320000000000e-01	-1.877624543855e+02	-7.648577064705e-05	-7.648577064705e-05
9.330000000000e-01	-1.882496439655e+02	-7.154460896279e-05	-7.154460896279e-05
9.340000000000e-01	-1.887353818069e+02	-6.651772976588e-05	-6.651772976588e-05
9.350000000000e-01	-1.892211196482e+02	-6.149085056808e-05	-6.149085056808e-05
9.360000000000e-01	-1.897039320795e+02	-5.629849207399e-05	-5.629849207399e-05
9.370000000000e-01	-1.901867445108e+02	-5.110613357991e-05	-5.110613357991e-05
9.380000000000e-01	-1.906680832269e+02	-4.583459153786e-05	-4.583459153786e-05
9.390000000000e-01	-1.911479482277e+02	-4.048386594956e-05	-4.048386594956e-05
9.400000000000e-01	-1.916278132285e+02	-3.513314036046e-05	-3.513314036046e-05
9.410000000000e-01	-1.921047087062e+02	-2.963230100040e-05	-2.963230100040e-05
9.420000000000e-01	-1.925816041838e+02	-2.413146164034e-05	-2.413146164034e-05
9.430000000000e-01	-1.930570038255e+02	-1.856025227235e-05	-1.856025227235e-05
9.440000000000e-01	-1.935309076312e+02	-1.291867289795e-05	-1.291867289795e-05
9.450000000000e-01	-1.940048114369e+02	-7.277093522839e-06	-7.277093522839e-06
9.460000000000e-01	-1.944757013823e+02	-1.505242425588e-06	-1.505242425588e-06
9.470000000000e-01	-1.949465913277e+02	4.266608671663e-06	4.266608671663e-06
9.480000000000e-01	-1.954159632373e+02	1.009782970887e-05	1.009782970887e-05
9.490000000000e-01	-1.958838171112e+02	1.598842068473e-05	1.598842068473e-05
9.500000000000e-01	-1.963516709851e+02	2.187901166117e-05	2.187901166117e-05
9.510000000000e-01	-1.968164665704e+02	2.787578302378e-05	2.787578302378e-05
9.520000000000e-01	-1.972812621556e+02	3.387255438639e-05	3.387255438639e-05
9.530000000000e-01	-1.977445174936e+02	3.991564269921e-05	3.991564269921e-05
9.540000000000e-01	-1.982062325843e+02	4.600504796125e-05	4.600504796125e-05
9.550000000000e-01	-1.986679476749e+02	5.209445322371e-05	5.209445322371e-05
9.560000000000e-01	-1.991265600933e+02	5.826200410595e-05	5.826200410595e-05
9.570000000000e-01	-1.995851725116e+02	6.442955498819e-05	6.442955498819e-05
9.580000000000e-01	-2.000422225275e+02	7.062848841573e-05	7.062848841573e-05
9.590000000000e-01	-2.004977101411e+02	7.685880438788e-05	7.685880438788e-05
9.600000000000e-01	-2.009531977547e+02	8.308912036029e-05	8.308912036029e-05
9.610000000000e-01	-2.014055384936e+02	8.936598228785e-05	8.936598228785e-05
9.620000000000e-01	-2.018578792325e+02	9.564284421542e-05	9.564284421542e-05
9.630000000000e-01	-2.023086355386e+02	1.019344790042e-04	1.019344790042e-04
9.640000000000e-01	-2.027578074121e+02	1.082408866538e-04	1.082408866538e-04
9.650000000000e-01	-2.032069792855e+02	1.145472943036e-04	1.145472943036e-04
9.660000000000e-01	-2.036529603988e+02	1.208655274445e-04	1.208655274445e-04
9.670000000000e-01	-2.040989415122e+02	1.271837605854e-04	1.271837605854e-04
9.680000000000e-01	-2.045433163543e+02	1.334987185680e-04	1.334987185680e-04
9.690000000000e-01	-2.049860849253e+02	1.398104013924e-04	1.398104013924e-04
9.700000000000e-01	-2.054288534962e+02	1.461220842166e-04	1.461220842166e-04
9.710000000000e-01	-2.058683878712e+02	1.524082527902e-04	1.524082527902e-04
9.720000000000e-01	-2.063079222461e+02	1.586944213638e-04	1.586944213638e-04
9.730000000000e-01	-2.067458287684e+02	1.649580918711e-04	1.649580918711e-04
9.740000000000e-01	-2.071821074380e+02	1.711992643126e-04	1.711992643126e-04
9.750000000000e-01	-2.076183861076e+02	1.774404367538e-04	1.774404367538e-04
9.760000000000e-01	-2.080513877223e+02	1.836166858321e-04	1.836166858321e-04
9.770000000000e-01	-2.084843893370e+02	1.897929349104e-04	1.897929349104e-04
9.780000000000e-01	-2.089157418367e+02	1.959265733637e-04	1.959265733637e-04
9.790000000000e-01	-2.093454452216e+02	2.020176011929e-04	2.020176011929e-04
9.800000000000e-01	-2.097751486064e+02	2.081086290216e-04	2.081086290216e-04
9.810000000000e-01	-2.102015327753e+02	2.140938435261e-04	2.140938435261e-04
9.820000000000e-01	-2.106279169442e+02	2.200790580306e-04	2.200790580306e-04
9.830000000000e-01	-2.110526311134e+02	2.260009616899e-04	2.260009616899e-04
9.840000000000e-01	-2.114756752831e+02	2.318595545055e-04	2.318595545055e-04
9.850000000000e-01	-2.118987194527e+02	2.377181473202e-04	2.377181473202e-04
9.860000000000e-01	-2.123184030558e+02	2.434291727928e-04	2.434291727928e-04
9.870000000000e-01	-2.127380866589e+02	2.491401982654e-04	2.491401982654e-04
9.880000000000e-01	-2.131560798092e+02	2.547669384708e-04	2.547669384708e-04
9.890000000000e-01	-2.135723825068e+02	2.603093934109e-04	2.603093934109e-04
9.900000000000e-01	-2.139886852044e+02	2.658518483500e-04	2.658518483500e-04
9.910000000000e-01	-2.144015868980e+02	2.712047521982e-04	2.712047521982e-04
9.920000000000e-01	-2.148144885915e+02	2.765576560465e-04	2.765576560465e-04
9.930000000000e-01	-2.152256798595e+02	2.818053454993e-04	2.818053454993e-04
9.940000000000e-01	-2.156351607019e+02	2.869478205589e-04	2.869478205589e-04
9.950000000000e-01	-2.160446415444e+02	2.920902956173e-04	2.920902956173e-04
9.960000000000e-01	-2.164506819505e+02	2.970016470100e-04	2.970016470100e-04
9.970000000000e-01	-2.168567223566e+02	3.019129984026e-04	3.019129984026e-04
9.980000000000e-01	-2.172610328877e+02	3.066985715988e-04	3.066985715988e-04
9.990000000000e-01	-2.176636135438e+02	3.113583666013e-04	3.113583666013e-04
1.000000000000e+00	-2.180661941999e+02	3.160181616024e-04	3.160181616024e-04
1.001000000000e+00	-2.184652960726e+02	3.204063080278e-04	3.204063080278e-04
1.002000000000e+00	-2.188643979454e+02	3.247944544533e-04	3.247944544533e-04
1.003000000000e+00	-2.192617510540e+02	3.290369393091e-04	3.290369393091e-04
1.004000000000e+00	-2.196573553984e+02	3.331337625983e-04	3.331337625983e-04
1.005000000000e+00	-2.200529597429e+02	3.372305858858e-04	3.372305858858e-04
1.006000000000e+00	-2.204450481097e+02	3.410169045831e-04	3.410169045831e-04
1.007000000000e+00	-2.208371364765e+02	3.448032232804e-04	3.448032232804e-04
1.008000000000e+00	-2.212274577808e+02	3.484249822744e-04	3.484249822744e-04
1.009000000000e+00	-2.216160120226e+02	3.518821815687e-04	3.518821815687e-04
1.010000000000e+00	-2.220045662643e+02	3.553393808611e-04	3.553393808611e-04
1.011000000000e+00	-2.223895685412e+02	3.584494838826e-04	3.584494838826e-04
1.012000000000e+00	-2.227745708181e+02	3.615595869041e-04	3.615595869041e-04
1.013000000000e+00	-2.231577883487e+02	3.644875066989e-04	3.644875066989e-04
1.014000000000e+00	-2.235392211329e+02	3.672332432709e-04	3.672332432709e-04
1.015000000000e+00	-2.239206539172e+02	3.699789798409e-04	3.699789798409e-04
1.016000000000e+00	-2.242984999973e+02	3.723438523994e-04	3.723438523994e-04
1.017000000000e+00	-2.246763460773e+02	3.747087249579e-04	3.747087249579e-04
1.018000000000e+00	-2.250523903589e+02	3.768753344369e-04	3.768753344369e-04
1.019000000000e+00	-2.254266328420e+02	3.788436808405e-04	3.788436808405e-04
1.020000000000e+00	-2.258008753251e+02	3.808120272420e-04	3.808120272420e-04
1.021000000000e+00	-2.261714976399e+02	3.823690802113e-04	3.823690802113e-04
1.022000000000e+00	-2.265421199547e+02	3.839261331806e-04	3.839261331806e-04
1.023000000000e+00	-2.269109240608e+02	3.852706311317e-04	3.852706311317e-04
1.024000000000e+00	-2.272779099583e+02	3.864025740691e-04	3.864025740691e-04
1.025000000000e+00	-2.276448958557e+02	3.875345170042e-04	3.875345170042e-04
1.026000000000e+00	-2.280082294099e+02	3.882285359626e-04	3.882285359626e-04
1.027000000000e+00	-2.283715629641e+02	3.889225549210e-04	3.889225549210e-04
1.028000000000e+00	-2.287330625451e+02	3.893917301899e-04	3.893917301899e-04
1.029000000000e+00	-2.290927281528e+02	3.896360617741e-04	3.896360617741e-04
1.030000000000e+00	-2.294523937605e+02	3.898803933559e-04	3.898803933559e-04
1.031000000000e+00	-2.298083761401e+02	3.896643683588e-04	3.896643683588e-04
1.032000000000e+00	-2.301643585198e+02	3.894483433616e-04	3.894483433616e-04
1.033000000000e+00	-2.305184918047e+02	3.889973721564e-04	3.889973721564e-04
1.034000000000e+00	-2.308707759947e+02	3.883114547481e-04	3.883114547481e-04
1.035000000000e+00	-2.312230601846e+02	3.876255373372e-04	3.876255373372e-04
1.036000000000e+00	-2.315716315406e+02	3.864613596474e-04	3.864613596474e-04
1.037000000000e+00	-2.319202028965e+02	3.852971819576e-04	3.852971819576e-04
1.038000000000e+00	-2.322669106702e+02	3.838902890846e-04	3.838902890846e-04
1.039000000000e+00	-2.326117548618e+02	3.822406810336e-04	3.822406810336e-04
1.040000000000e+00	-2.329565990533e+02	3.805910729800e-04	3.805910729800e-04
1.041000000000e+00	-2.332977020604e+02	3.784500872376e-04	3.784500872376e-04
1.042000000000e+00	-2.336388050674e+02	3.763091014952e-04	3.763091014952e-04
1.043000000000e+00	-2.339780306249e+02	3.739200746055e-04	3.739200746055e-04
1.044000000000e+00	-2.343153787328e+02	3.712830065740e-04	3.712830065740e-04
1.045000000000e+00	-2.346527268407e+02	3.686459385397e-04	3.686459385397e-04
1.046000000000e+00	-2.349863066355e+02	3.655093412804e-04	3.655093412804e-04
1.047000000000e+00	-2.353198864302e+02	3.623727440211e-04	3.623727440211e-04
1.048000000000e+00	-2.356515755086e+02	3.589852924099e-04	3.589852924099e-04
1.049000000000e+00	-2.359813738707e+02	3.553469864522e-04	3.553469864522e-04
1.050000000000e+00	-2.363111722328e+02	3.517086804918e-04	3.517086804918e-04
1.051000000000e+00	-2.366371763313e+02	3.475677584850e-04	3.475677584850e-04
1.052000000000e+00	-2.369631804299e+02	3.434268364782e-04	3.434268364782e-04
1.053000000000e+00	-2.372872811220e+02	3.390347885667e-04	3.390347885667e-04
1.054000000000e+00	-2.376094784078e+02	3.343916147560e-04	3.343916147560e-04
1.055000000000e+00	-2.379316756936e+02	3.297484409426e-04	3.297484409426e-04
1.056000000000e+00	-2.382500538921e+02	3.246046454734e-04	3.246046454734e-04
1.057000000000e+00	-2.385684320905e+02	3.194608500042e-04	3.194608500042e-04
1.058000000000e+00	-2.388848947415e+02	3.140681863035e-04	3.140681863035e-04
1.059000000000e+00	-2.391994418450e+02	3.084266543766e-04	3.084266543766e-04
1.060000000000e+00	-2.395139889485e+02	3.027851224471e-04	3.027851224471e-04
1.061000000000e+00	-2.398246932085e+02	2.966499783714e-04	2.966499783714e-04
1.062000000000e+00	-2.401353974686e+02	2.905148342956e-04	2.905148342956e-04
1.063000000000e+00	-2.404441745582e+02	2.841355553587e-04	2.841355553587e-04
1.064000000000e+00	-2.407510244773e+02	2.775121415659e-04	2.775121415659e-04
1.065000000000e+00	-2.410578743963e+02	2.708887277704e-04	2.708887277704e-04
1.066000000000e+00	-2.413608587193e+02	2.637835788803e-04	2.637835788803e-04
1.067000000000e+00	-2.416638430422e+02	2.566784299901e-04	2.566784299901e-04
1.068000000000e+00	-2.419648890563e+02	2.493362615628e-04	2.493362615628e-04
1.069000000000e+00	-2.422639967617e+02	2.417570736037e-04	2.417570736037e-04
1.070000000000e+00	-2.425631044670e+02	2.341778856420e-04	2.341778856420e-04
1.071000000000e+00	-2.428583247583e+02	2.261334805543e-04	2.261334805543e-04
1.072000000000e+00	-2.431535450496e+02	2.180890754667e-04	2.180890754667e-04
1.073000000000e+00	-2.434468163435e+02	2.098170157044e-04	2.098170157044e-04
1.074000000000e+00	-2.437381386402e+02	2.013173012724e-04	2.013173012724e-04
1.075000000000e+00	-2.440294609368e+02	1.928175868380e-04	1.928175868380e-04
1.076000000000e+00	-2.443168748652e+02	1.838735122127e-04	1.838735122127e-04
1.077000000000e+00	-2.446042887936e+02	1.749294375875e-04	1.749294375875e-04
1.078000000000e+00	-2.448897434501e+02	1.657691537712e-04	1.657691537712e-04
1.079000000000e+00	-2.451732388345e+02	1.563926607683e-04	1.563926607683e-04
1.080000000000e+00	-2.454567342189e+02	1.470161677632e-04	1.470161677632e-04
1.081000000000e+00	-2.457363010726e+02	1.372201381329e-04	1.372201381329e-04
1.082000000000e+00	-2.460158679263e+02	1.274241085025e-04	1.274241085025e-04
1.083000000000e+00	-2.462934656112e+02	1.174251931274e-04	1.174251931274e-04
1.084000000000e+00	-2.465690941274e+02	1.072233920120e-04	1.072233920120e-04
1.085000000000e+00	-2.468447226435e+02	9.702159089441e-05	9.702159089441e-05
1.086000000000e+00	-2.471164031864e+02	8.642860670490e-05	8.642860670490e-05
1.087000000000e+00	-2.473880837293e+02	7.583562251540e-05	7.583562251540e-05
1.088000000000e+00	-2.476577855491e+02	6.505472089626e-05	6.505472089626e-05
1.089000000000e+00	-2.479255086458e+02	5.408590185157e-05	5.408590185157e-05
1.090000000000e+00	-2.481932317424e+02	4.311708280491e-05	4.311708280491e-05
1.091000000000e+00	-2.484569880739e+02	3.178847039237e-05	3.178847039237e-05
1.092000000000e+00	-2.487207444054e+02	2.045985797983e-05	2.045985797983e-05
1.093000000000e+00	-2.489825127678e+02	8.959681585738e-06	8.959681585738e-06
1.094000000000e+00	-2.492422931611e+02	-2.712058786188e-06	-2.712058786188e-06
1.095000000000e+00	-2.495020735545e+02	-1.438379915988e-05	-1.438379915988e-05
1.096000000000e+00	-2.497578689749e+02	-2.638145003519e-05	-2.638145003519e-05
1.097000000000e+00	-2.500136643953e+02	-3.837910091049e-05	-3.837910091049e-05
1.098000000000e+00	-2.502674628771e+02	-5.053085934128e-05	-5.053085934128e-05
1.099000000000e+00	-2.505192644204e+02	-6.283672532421e-05	-6.283672532421e-05
1.100000000000e+00	-2.507710659636e+02	-7.514259130872e-05	-7.514259130872e-05
1.101000000000e+00	-2.510188648489e+02	-8.773857510485e-05	-8.773857510485e-05
1.102000000000e+00	-2.512666637342e+02	-1.003345589010e-04	-1.003345589010e-04
1.103000000000e+00	-2.515124569585e+02	-1.130663908415e-04	-1.130663908415e-04
1.104000000000e+00	-2.517562445219e+02	-1.259340709234e-04	-1.259340709234e-04
1.105000000000e+00	-2.520000320851e+02	-1.388017510066e-04	-1.388017510066e-04
1.106000000000e+00	-2.522397997727e+02	-1.519224605891e-04	-1.519224605891e-04
1.107000000000e+00	-2.524795674603e+02	-1.650431701715e-04	-1.650431701715e-04
1.108000000000e+00	-2.527173209855e+02	-1.782809784661e-04	-1.782809784661e-04
1.109000000000e+00	-2.529530603482e+02	-1.916358854703e-04	-1.916358854703e-04
1.110000000000e+00	-2.531887997110e+02	-2.049907924756e-04	-2.049907924756e-04
1.111000000000e+00	-2.534205023990e+02	-2.185609801580e-04	-2.185609801580e-04
1.112000000000e+00	-2.536522050870e+02	-2.321311678404e-04	-2.321311678404e-04
1.113000000000e+00	-2.538818853098e+02	-2.457995356421e-04	-2.457995356421e-04
1.114000000000e+00	-2.541095430676e+02	-2.595660835609e-04	-2.595660835609e-04
1.115000000000e+00	-2.543372008253e+02	-2.733326314807e-04	-2.733326314807e-04
1.116000000000e+00	-2.545608054875e+02	-2.872766964716e-04	-2.872766964716e-04
1.117000000000e+00	-2.547844101496e+02	-3.012207614625e-04	-3.012207614625e-04
1.118000000000e+00	-2.550059842246e+02	-3.152442423748e-04	-3.152442423748e-04
1.119000000000e+00	-2.552255277123e+02	-3.293471392068e-04	-3.293471392068e-04
1.120000000000e+00	-2.554450712000e+02	-3.434500360395e-04	-3.434500360395e-04
1.121000000000e+00	-2.556605455178e+02	-3.576933174243e-04	-3.576933174243e-04
1.122000000000e+00	-2.558760198357e+02	-3.719365988090e-04	-3.719365988090e-04
1.123000000000e+00	-2.560894556112e+02	-3.862410073168e-04	-3.862410073168e-04
1.124000000000e+00	-2.563008528446e+02	-4.006065429463e-04	-4.006065429463e-04
1.125000000000e+00	-2.565122500779e+02	-4.149720785764e-04	-4.149720785764e-04
1.126000000000e+00	-2.567195623912e+02	-4.294421328674e-04	-4.294421328674e-04
1.127000000000e+00	-2.569268747045e+02	-4.439121871584e-04	-4.439121871584e-04
1.128000000000e+00	-2.571321406788e+02	-4.584258684193e-04	-4.584258684193e-04
1.129000000000e+00	-2.573353603143e+02	-4.729831766490e-04	-4.729831766490e-04
1.130000000000e+00	-2.575385799497e+02	-4.875404848792e-04	-4.875404848792e-04
1.131000000000e+00	-2.577376992267e+02	-5.021683274021e-04	-5.021683274021e-04
