# t_ns	Wlong_V/pC	Wxdip_V/pCmm	Wydip_V/pCmm
9.840000000000e-01	1.234190634397e-02	-2.534598728593e-02	-2.534598728593e-02
9.850000000000e-01	1.267128924134e-02	-2.534326635652e-02	-2.534326635652e-02
9.860000000000e-01	1.279637525261e-02	-2.534299444995e-02	-2.534299444995e-02
9.870000000000e-01	1.292146126388e-02	-2.534272254337e-02	-2.534272254337e-02
9.880000000000e-01	1.295182497947e-02	-2.534434891021e-02	-2.534434891021e-02
9.890000000000e-01	1.288746640141e-02	-2.534787355041e-02	-2.534787355041e-02
9.900000000000e-01	1.282310782248e-02	-2.535139819064e-02	-2.535139819064e-02
9.910000000000e-01	1.259750441621e-02	-2.535985914599e-02	-2.535985914599e-02
9.920000000000e-01	1.237190100993e-02	-2.536832010135e-02	-2.536832010135e-02
9.930000000000e-01	1.208541482047e-02	-2.537964151236e-02	-2.537964151236e-02
9.940000000000e-01	1.173804584913e-02	-2.539382337896e-02	-2.539382337896e-02
9.950000000000e-01	1.139067687740e-02	-2.540800524560e-02	-2.540800524560e-02
9.960000000000e-01	1.096926660973e-02	-2.542822301130e-02	-2.542822301130e-02
9.970000000000e-01	1.054785634206e-02	-2.544844077700e-02	-2.544844077700e-02
9.980000000000e-01	1.011551220706e-02	-2.547156472788e-02	-2.547156472788e-02
9.990000000000e-01	9.672234204954e-03	-2.549759486385e-02	-2.549759486385e-02
1.000000000000e+00	9.228956203013e-03	-2.552362499986e-02	-2.552362499986e-02
1.001000000000e+00	8.816153628557e-03	-2.555468996367e-02	-2.555468996367e-02
1.002000000000e+00	8.403351054102e-03	-2.558575492749e-02	-2.558575492749e-02
1.003000000000e+00	8.029825783129e-03	-2.561869169245e-02	-2.561869169245e-02
1.004000000000e+00	7.695577814788e-03	-2.565350025851e-02	-2.565350025851e-02
1.005000000000e+00	7.361329847087e-03	-2.568830882458e-02	-2.568830882458e-02
1.006000000000e+00	7.145222529291e-03	-2.572514894806e-02	-2.572514894806e-02
1.007000000000e+00	6.929115211495e-03	-2.576198907155e-02	-2.576198907155e-02
1.008000000000e+00	6.785791380918e-03	-2.579884691011e-02	-2.579884691011e-02
1.009000000000e+00	6.715251035983e-03	-2.583572246376e-02	-2.583572246376e-02
1.010000000000e+00	6.644710691905e-03	-2.587259801739e-02	-2.587259801739e-02
1.011000000000e+00	6.732227799501e-03	-2.590739626387e-02	-2.590739626387e-02
1.012000000000e+00	6.819744907096e-03	-2.594219451036e-02	-2.594219451036e-02
1.013000000000e+00	6.984259514384e-03	-2.597493039735e-02	-2.597493039735e-02
1.014000000000e+00	7.225771619694e-03	-2.600560392489e-02	-2.600560392489e-02
1.015000000000e+00	7.467283725726e-03	-2.603627745241e-02	-2.603627745241e-02
1.016000000000e+00	7.841900974262e-03	-2.606102282113e-02	-2.606102282113e-02
1.017000000000e+00	8.216518222798e-03	-2.608576818985e-02	-2.608576818985e-02
1.018000000000e+00	8.639402979129e-03	-2.610684870580e-02	-2.610684870580e-02
1.019000000000e+00	9.110555242208e-03	-2.612426436906e-02	-2.612426436906e-02
1.020000000000e+00	9.581707505540e-03	-2.614168003228e-02	-2.614168003228e-02
1.021000000000e+00	1.009967576877e-02	-2.615088817034e-02	-2.615088817034e-02
1.022000000000e+00	1.061764403200e-02	-2.616009630840e-02	-2.616009630840e-02
1.023000000000e+00	1.112946627255e-02	-2.616506063377e-02	-2.616506063377e-02
1.024000000000e+00	1.163514249054e-02	-2.616578114652e-02	-2.616578114652e-02
1.025000000000e+00	1.214081870812e-02	-2.616650165923e-02	-2.616650165923e-02
1.026000000000e+00	1.257042785781e-02	-2.615907133748e-02	-2.615907133748e-02
1.027000000000e+00	1.300003700750e-02	-2.615164101573e-02	-2.615164101573e-02
1.028000000000e+00	1.336005437291e-02	-2.614059352533e-02	-2.614059352533e-02
1.029000000000e+00	1.365047995554e-02	-2.612592886638e-02	-2.612592886638e-02
1.030000000000e+00	1.394090553712e-02	-2.611126420740e-02	-2.611126420740e-02
1.031000000000e+00	1.403519417286e-02	-2.609077190669e-02	-2.609077190669e-02
1.032000000000e+00	1.412948280860e-02	-2.607027960598e-02	-2.607027960598e-02
1.033000000000e+00	1.410292160132e-02	-2.604775559245e-02	-2.604775559245e-02
1.034000000000e+00	1.395551055365e-02	-2.602319986613e-02	-2.602319986613e-02
1.035000000000e+00	1.380809950451e-02	-2.599864413981e-02	-2.599864413981e-02
1.036000000000e+00	1.338931719336e-02	-2.597198420024e-02	-2.597198420024e-02
1.037000000000e+00	1.297053488222e-02	-2.594532426067e-02	-2.594532426067e-02
1.038000000000e+00	1.241086114266e-02	-2.591860119305e-02	-2.591860119305e-02
1.039000000000e+00	1.171029597773e-02	-2.589181499738e-02	-2.589181499738e-02
1.040000000000e+00	1.100973081133e-02	-2.586502880172e-02	-2.586502880172e-02
1.041000000000e+00	1.003814557377e-02	-2.583994035233e-02	-2.583994035233e-02
1.042000000000e+00	9.066560336205e-03	-2.581485190294e-02	-2.581485190294e-02
1.043000000000e+00	7.975558573725e-03	-2.579137112389e-02	-2.579137112389e-02
1.044000000000e+00	6.765140288919e-03	-2.576949801515e-02	-2.576949801515e-02
1.045000000000e+00	5.554722003100e-03	-2.574762490643e-02	-2.574762490643e-02
1.046000000000e+00	4.157591978144e-03	-2.573006056037e-02	-2.573006056037e-02
1.047000000000e+00	2.760461953188e-03	-2.571249621432e-02	-2.571249621432e-02
1.048000000000e+00	1.304424106823e-03	-2.569738471939e-02	-2.569738471939e-02
1.049000000000e+00	-2.105215596733e-04	-2.568472607553e-02	-2.568472607553e-02
1.050000000000e+00	-1.725467226369e-03	-2.567206743170e-02	-2.567206743170e-02
1.051000000000e+00	-3.277172316469e-03	-2.566439413888e-02	-2.566439413888e-02
1.052000000000e+00	-4.828877406569e-03	-2.565672084606e-02	-2.565672084606e-02
1.053000000000e+00	-6.355216969589e-03	-2.565133714373e-02	-2.565133714373e-02
1.054000000000e+00	-7.856191006079e-03	-2.564824303184e-02	-2.564824303184e-02
1.055000000000e+00	-9.357165041819e-03	-2.564514891997e-02	-2.564514891997e-02
1.056000000000e+00	-1.071987300687e-02	-2.564582124554e-02	-2.564582124554e-02
1.057000000000e+00	-1.208258097193e-02	-2.564649357110e-02	-2.564649357110e-02
1.058000000000e+00	-1.333563569927e-02	-2.564849833261e-02	-2.564849833261e-02
1.059000000000e+00	-1.447903719128e-02	-2.565183553002e-02	-2.565183553002e-02
1.060000000000e+00	-1.562243868173e-02	-2.565517272745e-02	-2.565517272745e-02
1.061000000000e+00	-1.647813820036e-02	-2.565992763551e-02	-2.565992763551e-02
1.062000000000e+00	-1.733383771900e-02	-2.566468254357e-02	-2.566468254357e-02
1.063000000000e+00	-1.802043378272e-02	-2.566952656891e-02	-2.566952656891e-02
1.064000000000e+00	-1.853792639519e-02	-2.567445971154e-02	-2.567445971154e-02
1.065000000000e+00	-1.905541900568e-02	-2.567939285417e-02	-2.567939285417e-02
1.066000000000e+00	-1.920598379259e-02	-2.568341956485e-02	-2.568341956485e-02
1.067000000000e+00	-1.935654857950e-02	-2.568744627553e-02	-2.568744627553e-02
1.068000000000e+00	-1.932128215957e-02	-2.569061765836e-02	-2.569061765836e-02
1.069000000000e+00	-1.910018453681e-02	-2.569293371337e-02	-2.569293371337e-02
1.070000000000e+00	-1.887908691215e-02	-2.569524976836e-02	-2.569524976836e-02
1.071000000000e+00	-1.830589133304e-02	-2.569542262945e-02	-2.569542262945e-02
1.072000000000e+00	-1.773269575393e-02	-2.569559549054e-02	-2.569559549054e-02
1.073000000000e+00	-1.700457532171e-02	-2.569469017027e-02	-2.569469017027e-02
1.074000000000e+00	-1.612153003976e-02	-2.569270666867e-02	-2.569270666867e-02
1.075000000000e+00	-1.523848475646e-02	-2.569072316706e-02	-2.569072316706e-02
1.076000000000e+00	-1.410710626014e-02	-2.568698909442e-02	-2.568698909442e-02
1.077000000000e+00	-1.297572776383e-02	-2.568325502179e-02	-2.568325502179e-02
1.078000000000e+00	-1.175810930300e-02	-2.567903404858e-02	-2.567903404858e-02
1.079000000000e+00	-1.045425087953e-02	-2.567432617481e-02	-2.567432617481e-02
1.080000000000e+00	-9.150392455578e-03	-2.566961830105e-02	-2.566961830105e-02
1.081000000000e+00	-7.758214792278e-03	-2.566499429261e-02	-2.566499429261e-02
1.082000000000e+00	-6.366037128978e-03	-2.566037028417e-02	-2.566037028417e-02
1.083000000000e+00	-4.972627973448e-03	-2.565639630963e-02	-2.565639630963e-02
1.084000000000e+00	-3.577987325714e-03	-2.565307236899e-02	-2.565307236899e-02
1.085000000000e+00	-2.183346678406e-03	-2.564974842835e-02	-2.564974842835e-02
1.086000000000e+00	-8.671685523503e-04	-2.564895777557e-02	-2.564895777557e-02
1.087000000000e+00	4.490095737049e-04	-2.564816712279e-02	-2.564816712279e-02
1.088000000000e+00	1.690994560894e-03	-2.564919541707e-02	-2.564919541707e-02
1.089000000000e+00	2.858786410825e-03	-2.565204265839e-02	-2.565204265839e-02
1.090000000000e+00	4.026578259659e-03	-2.565488989974e-02	-2.565488989974e-02
1.091000000000e+00	4.992057218038e-03	-2.566221668922e-02	-2.566221668922e-02
1.092000000000e+00	5.957536176418e-03	-2.566954347871e-02	-2.566954347871e-02
1.093000000000e+00	6.804642134180e-03	-2.567934496034e-02	-2.567934496034e-02
1.094000000000e+00	7.533375093891e-03	-2.569162113407e-02	-2.569162113407e-02
1.095000000000e+00	8.262108052247e-03	-2.570389730782e-02	-2.570389730782e-02
1.096000000000e+00	8.740865246735e-03	-2.572114899327e-02	-2.572114899327e-02
1.097000000000e+00	9.219622441223e-03	-2.573840067872e-02	-2.573840067872e-02
1.098000000000e+00	9.577277786235e-03	-2.575791770169e-02	-2.575791770169e-02
1.099000000000e+00	9.813831284396e-03	-2.577970006213e-02	-2.577970006213e-02
1.100000000000e+00	1.005038478139e-02	-2.580148242259e-02	-2.580148242259e-02
1.101000000000e+00	1.007144558291e-02	-2.582690008978e-02	-2.582690008978e-02
1.102000000000e+00	1.009250638444e-02	-2.585231775697e-02	-2.585231775697e-02
1.103000000000e+00	1.002679393428e-02	-2.587891326784e-02	-2.587891326784e-02
1.104000000000e+00	9.874308234315e-03	-2.590668662236e-02	-2.590668662236e-02
1.105000000000e+00	9.721822533696e-03	-2.593445997688e-02	-2.593445997688e-02
1.106000000000e+00	9.447998311577e-03	-2.596303075723e-02	-2.596303075723e-02
1.107000000000e+00	9.174174089457e-03	-2.599160153758e-02	-2.599160153758e-02
1.108000000000e+00	8.868037670249e-03	-2.601971979561e-02	-2.601971979561e-02
1.109000000000e+00	8.529589054652e-03	-2.604738553134e-02	-2.604738553134e-02
1.110000000000e+00	8.191140439005e-03	-2.607505126704e-02	-2.607505126704e-02
1.111000000000e+00	7.843308135391e-03	-2.610011514025e-02	-2.610011514025e-02
1.112000000000e+00	7.495475831778e-03	-2.612517901347e-02	-2.612517901347e-02
1.113000000000e+00	7.167021893151e-03	-2.614817156594e-02	-2.614817156594e-02
1.114000000000e+00	6.857946319091e-03	-2.616909279771e-02	-2.616909279771e-02
1.115000000000e+00	6.548870745438e-03	-2.619001402945e-02	-2.619001402945e-02
1.116000000000e+00	6.314858285876e-03	-2.620554390595e-02	-2.620554390595e-02
1.117000000000e+00	6.080845826314e-03	-2.622107378245e-02	-2.622107378245e-02
1.118000000000e+00	5.894907098033e-03	-2.623348381340e-02	-2.623348381340e-02
1.119000000000e+00	5.757042099989e-03	-2.624277399886e-02	-2.624277399886e-02
1.120000000000e+00	5.619177102490e-03	-2.625206418428e-02	-2.625206418428e-02
1.121000000000e+00	5.581600844932e-03	-2.625473684547e-02	-2.625473684547e-02
1.122000000000e+00	5.544024587374e-03	-2.625740950666e-02	-2.625740950666e-02
1.123000000000e+00	5.550244010942e-03	-2.625683242988e-02	-2.625683242988e-02
1.124000000000e+00	5.600259114688e-03	-2.625300561521e-02	-2.625300561521e-02
1.125000000000e+00	5.650274218759e-03	-2.624917880050e-02	-2.624917880050e-02
1.126000000000e+00	5.760254132674e-03	-2.623944506777e-02	-2.623944506777e-02
1.127000000000e+00	5.870234046590e-03	-2.622971133504e-02	-2.622971133504e-02
1.128000000000e+00	5.990676674679e-03	-2.621752496829e-02	-2.621752496829e-02
1.129000000000e+00	6.121582016716e-03	-2.620288596756e-02	-2.620288596756e-02
1.130000000000e+00	6.252487358618e-03	-2.618824696681e-02	-2.618824696681e-02
1.131000000000e+00	6.358631123264e-03	-2.617001107610e-02	-2.617001107610e-02
1.132000000000e+00	6.464774887911e-03	-2.615177518539e-02	-2.615177518539e-02
1.133000000000e+00	6.535135539837e-03	-2.613248410733e-02	-2.613248410733e-02
1.134000000000e+00	6.569713079818e-03	-2.611213784194e-02	-2.611213784194e-02
1.135000000000e+00	6.604290619183e-03	-2.609179157655e-02	-2.609179157655e-02
1.136000000000e+00	6.525110381933e-03	-2.607085798394e-02	-2.607085798394e-02
1.137000000000e+00	6.445930144684e-03	-2.604992439133e-02	-2.604992439133e-02
1.138000000000e+00	6.293752757459e-03	-2.602940677817e-02	-2.602940677817e-02
1.139000000000e+00	6.068578221842e-03	-2.600930514446e-02	-2.600930514446e-02
1.140000000000e+00	5.843403685337e-03	-2.598920351075e-02	-2.598920351075e-02
1.141000000000e+00	5.454348877737e-03	-2.597112434103e-02	-2.597112434103e-02
1.142000000000e+00	5.065294070137e-03	-2.595304517131e-02	-2.595304517131e-02
1.143000000000e+00	4.594020640185e-03	-2.593640930867e-02	-2.593640930867e-02
1.144000000000e+00	4.040528589661e-03	-2.592121675309e-02	-2.592121675309e-02
1.145000000000e+00	3.487036538344e-03	-2.590602419753e-02	-2.590602419753e-02
1.146000000000e+00	2.787104302250e-03	-2.589419507739e-02	-2.589419507739e-02
1.147000000000e+00	2.087172066155e-03	-2.588236595724e-02	-2.588236595724e-02
1.148000000000e+00	1.331947469308e-03	-2.587225373032e-02	-2.587225373032e-02
1.149000000000e+00	5.214305129064e-04	-2.586385839656e-02	-2.586385839656e-02
1.150000000000e+00	-2.890864438176e-04	-2.585546306283e-02	-2.585546306283e-02
1.151000000000e+00	-1.159069628699e-03	-2.585018890883e-02	-2.585018890883e-02
1.152000000000e+00	-2.029052813581e-03	-2.584491475484e-02	-2.584491475484e-02
1.153000000000e+00	-2.897720938939e-03	-2.584088468422e-02	-2.584088468422e-02
1.154000000000e+00	-3.765074004802e-03	-2.583809869697e-02	-2.583809869697e-02
1.155000000000e+00	-4.632427070285e-03	-2.583531270972e-02	-2.583531270972e-02
1.156000000000e+00	-5.429669028890e-03	-2.583415544117e-02	-2.583415544117e-02
1.157000000000e+00	-6.226910987495e-03	-2.583299817263e-02	-2.583299817263e-02
1.158000000000e+00	-6.955855541395e-03	-2.583216963129e-02	-2.583216963129e-02
1.159000000000e+00	-7.616502692071e-03	-2.583166981713e-02	-2.583166981713e-02
1.160000000000e+00	-8.277149841688e-03	-2.583117000298e-02	-2.583117000298e-02
1.161000000000e+00	-8.742277503730e-03	-2.583036707142e-02	-2.583036707142e-02
1.162000000000e+00	-9.207405165771e-03	-2.582956413986e-02	-2.582956413986e-02
1.163000000000e+00	-9.552140476454e-03	-2.582819322255e-02	-2.582819322255e-02
1.164000000000e+00	-9.776483438387e-03	-2.582625431950e-02	-2.582625431950e-02
1.165000000000e+00	-1.000082639887e-02	-2.582431541645e-02	-2.582431541645e-02
1.166000000000e+00	-9.957806234310e-03	-2.582063437856e-02	-2.582063437856e-02
1.167000000000e+00	-9.914786069749e-03	-2.581695334067e-02	-2.581695334067e-02
1.168000000000e+00	-9.735854102766e-03	-2.581224674069e-02	-2.581224674069e-02
1.169000000000e+00	-9.421010336309e-03	-2.580651457866e-02	-2.580651457866e-02
1.170000000000e+00	-9.106166568482e-03	-2.580078241662e-02	-2.580078241662e-02
1.171000000000e+00	-8.538609556613e-03	-2.579302209458e-02	-2.579302209458e-02
1.172000000000e+00	-7.971052544744e-03	-2.578526177254e-02	-2.578526177254e-02
1.173000000000e+00	-7.298115883570e-03	-2.577666274327e-02	-2.577666274327e-02
1.174000000000e+00	-6.519799575374e-03	-2.576722500678e-02	-2.576722500678e-02
1.175000000000e+00	-5.741483266372e-03	-2.575778727028e-02	-2.575778727028e-02
1.176000000000e+00	-4.814299161179e-03	-2.574730856126e-02	-2.574730856126e-02
1.177000000000e+00	-3.887115055987e-03	-2.573682985224e-02	-2.573682985224e-02
1.178000000000e+00	-2.923973329830e-03	-2.572625431968e-02	-2.572625431968e-02
1.179000000000e+00	-1.924873983488e-03	-2.571558196359e-02	-2.571558196359e-02
1.180000000000e+00	-9.257746372208e-04	-2.570490960750e-02	-2.570490960750e-02
1.181000000000e+00	5.967361039843e-05	-2.569500302408e-02	-2.569500302408e-02
1.182000000000e+00	1.045121858017e-03	-2.568509644066e-02	-2.568509644066e-02
1.183000000000e+00	1.980385062240e-03	-2.567605279590e-02	-2.567605279590e-02
1.184000000000e+00	2.865463224155e-03	-2.566787208977e-02	-2.566787208977e-02
1.185000000000e+00	3.750541385091e-03	-2.565969138367e-02	-2.565969138367e-02
1.186000000000e+00	4.455188128147e-03	-2.565408603657e-02	-2.565408603657e-02
1.187000000000e+00	5.159834871202e-03	-2.564848068947e-02	-2.564848068947e-02
1.188000000000e+00	5.741287729239e-03	-2.564448319836e-02	-2.564448319836e-02
1.189000000000e+00	6.199546704929e-03	-2.564209356321e-02	-2.564209356321e-02
1.190000000000e+00	6.657805679037e-03	-2.563970392808e-02	-2.563970392808e-02
1.191000000000e+00	6.824216005642e-03	-2.564088681636e-02	-2.564088681636e-02
1.192000000000e+00	6.990626332247e-03	-2.564206970464e-02	-2.564206970464e-02
1.193000000000e+00	7.000991082944e-03	-2.564505465090e-02	-2.564505465090e-02
1.194000000000e+00	6.855310261116e-03	-2.564984165509e-02	-2.564984165509e-02
1.195000000000e+00	6.709629437637e-03	-2.565462865930e-02	-2.565462865930e-02
1.196000000000e+00	6.259419155816e-03	-2.566272224085e-02	-2.566272224085e-02
1.197000000000e+00	5.809208873996e-03	-2.567081582240e-02	-2.567081582240e-02
1.198000000000e+00	5.224499765394e-03	-2.568026670471e-02	-2.568026670471e-02
1.199000000000e+00	4.505291832928e-03	-2.569107488775e-02	-2.569107488775e-02
1.200000000000e+00	3.786083899335e-03	-2.570188307079e-02	-2.570188307079e-02
1.201000000000e+00	2.859059131616e-03	-2.571458925877e-02	-2.571458925877e-02
1.202000000000e+00	1.932034363896e-03	-2.572729544675e-02	-2.572729544675e-02
1.203000000000e+00	9.421907874155e-04	-2.574047876128e-02	-2.574047876128e-02
1.204000000000e+00	-1.104715964646e-04	-2.575413920235e-02	-2.575413920235e-02
1.205000000000e+00	-1.163133980503e-03	-2.576779964342e-02	-2.576779964342e-02
1.206000000000e+00	-2.244865686738e-03	-2.578145784280e-02	-2.578145784280e-02
1.207000000000e+00	-3.326597392974e-03	-2.579511604218e-02	-2.579511604218e-02
1.208000000000e+00	-4.371392782830e-03	-2.580834777703e-02	-2.580834777703e-02
1.209000000000e+00	-5.379251857109e-03	-2.582115304736e-02	-2.582115304736e-02
1.210000000000e+00	-6.387110930442e-03	-2.583395831768e-02	-2.583395831768e-02
1.211000000000e+00	-7.220517079415e-03	-2.584527491240e-02	-2.584527491240e-02
1.212000000000e+00	-8.053923228388e-03	-2.585659150711e-02	-2.585659150711e-02
1.213000000000e+00	-8.755341854275e-03	-2.586699679959e-02	-2.586699679959e-02
1.214000000000e+00	-9.324772959936e-03	-2.587649078986e-02	-2.587649078986e-02
1.215000000000e+00	-9.894204063784e-03	-2.588598478011e-02	-2.588598478011e-02
1.216000000000e+00	-1.012909072288e-02	-2.589367796052e-02	-2.589367796052e-02
1.217000000000e+00	-1.036397738197e-02	-2.590137114094e-02	-2.590137114094e-02
1.218000000000e+00	-1.040898039580e-02	-2.590835945121e-02	-2.590835945121e-02
1.219000000000e+00	-1.026409976848e-02	-2.591464289135e-02	-2.591464289135e-02
1.220000000000e+00	-1.011921913901e-02	-2.592092633149e-02	-2.592092633149e-02
1.221000000000e+00	-9.579017210223e-03	-2.592653039832e-02	-2.592653039832e-02
1.222000000000e+00	-9.038815281433e-03	-2.593213446514e-02	-2.593213446514e-02
1.223000000000e+00	-8.308939884453e-03	-2.593789766441e-02	-2.593789766441e-02
1.224000000000e+00	-7.389391023395e-03	-2.594381999611e-02	-2.594381999611e-02
1.225000000000e+00	-6.469842160534e-03	-2.594974232782e-02	-2.594974232782e-02
1.226000000000e+00	-5.217670384451e-03	-2.595713986150e-02	-2.595713986150e-02
1.227000000000e+00	-3.965498608368e-03	-2.596453739519e-02	-2.596453739519e-02
1.228000000000e+00	-2.584071751527e-03	-2.597326379043e-02	-2.597326379043e-02
1.229000000000e+00	-1.073389816728e-03	-2.598331904720e-02	-2.598331904720e-02
1.230000000000e+00	4.372921189522e-04	-2.599337430399e-02	-2.599337430399e-02
1.231000000000e+00	2.110642812905e-03	-2.600714927514e-02	-2.600714927514e-02
1.232000000000e+00	3.783993506858e-03	-2.602092424629e-02	-2.602092424629e-02
1.233000000000e+00	5.483631003719e-03	-2.603695813601e-02	-2.603695813601e-02
1.234000000000e+00	7.209555302917e-03	-2.605525094423e-02	-2.605525094423e-02
1.235000000000e+00	8.935479601773e-03	-2.607354375249e-02	-2.607354375249e-02
1.236000000000e+00	1.059827617447e-02	-2.609676356150e-02	-2.609676356150e-02
1.237000000000e+00	1.226107274717e-02	-2.611998337052e-02	-2.611998337052e-02
1.238000000000e+00	1.383619086759e-02	-2.614563044922e-02	-2.614563044922e-02
1.239000000000e+00	1.532363053763e-02	-2.617370479756e-02	-2.617370479756e-02
1.240000000000e+00	1.681107020618e-02	-2.620177914592e-02	-2.620177914592e-02
1.241000000000e+00	1.802313000556e-02	-2.623410508082e-02	-2.623410508082e-02
1.242000000000e+00	1.923518980495e-02	-2.626643101572e-02	-2.626643101572e-02
1.243000000000e+00	2.026947679369e-02	-2.630031715122e-02	-2.630031715122e-02
1.244000000000e+00	2.112599097565e-02	-2.633576348729e-02	-2.633576348729e-02
1.245000000000e+00	2.198250515539e-02	-2.637120982338e-02	-2.637120982338e-02
1.246000000000e+00	2.242909635521e-02	-2.640817293033e-02	-2.640817293033e-02
1.247000000000e+00	2.287568755502e-02	-2.644513603728e-02	-2.644513603728e-02
1.248000000000e+00	2.310488895610e-02	-2.648187269698e-02	-2.648187269698e-02
1.249000000000e+00	2.311670056315e-02	-2.651838290943e-02	-2.651838290943e-02
1.250000000000e+00	2.312851216789e-02	-2.655489312187e-02	-2.655489312187e-02
1.251000000000e+00	2.271146196526e-02	-2.658876368826e-02	-2.658876368826e-02
1.252000000000e+00	2.229441176262e-02	-2.662263425465e-02	-2.662263425465e-02
1.253000000000e+00	2.168063503237e-02	-2.665407252281e-02	-2.665407252281e-02
1.254000000000e+00	2.087013177877e-02	-2.668307849279e-02	-2.668307849279e-02
1.255000000000e+00	2.005962852336e-02	-2.671208446273e-02	-2.671208446273e-02
1.256000000000e+00	1.891691697867e-02	-2.673415551952e-02	-2.673415551952e-02
1.257000000000e+00	1.777420543397e-02	-2.675622657632e-02	-2.675622657632e-02
1.258000000000e+00	1.650610240647e-02	-2.677396677437e-02	-2.677396677437e-02
1.259000000000e+00	1.511260789888e-02	-2.678737611376e-02	-2.678737611376e-02
1.260000000000e+00	1.371911339044e-02	-2.680078545310e-02	-2.680078545310e-02
1.261000000000e+00	1.216932584253e-02	-2.680431661496e-02	-2.680431661496e-02
1.262000000000e+00	1.061953829461e-02	-2.680784777682e-02	-2.680784777682e-02
1.263000000000e+00	9.041421732034e-03	-2.680615092168e-02	-2.680615092168e-02
1.264000000000e+00	7.434976155402e-03	-2.679922604966e-02	-2.679922604966e-02
1.265000000000e+00	5.828530578987e-03	-2.679230117758e-02	-2.679230117758e-02
1.266000000000e+00	4.262196425991e-03	-2.677505739971e-02	-2.677505739971e-02
1.267000000000e+00	2.695862272995e-03	-2.675781362184e-02	-2.675781362184e-02
1.268000000000e+00	1.192835840637e-03	-2.673584433575e-02	-2.673584433575e-02
1.269000000000e+00	-2.468828724575e-04	-2.670914954156e-02	-2.670914954156e-02
1.270000000000e+00	-1.686601584485e-03	-2.668245474732e-02	-2.668245474732e-02
1.271000000000e+00	-2.929627761484e-03	-2.664785956484e-02	-2.664785956484e-02
1.272000000000e+00	-4.172653938484e-03	-2.661326438236e-02	-2.661326438236e-02
1.273000000000e+00	-5.292721573109e-03	-2.657578115538e-02	-2.657578115538e-02
1.274000000000e+00	-6.289830668028e-03	-2.653540988397e-02	-2.653540988397e-02
1.275000000000e+00	-7.286939761472e-03	-2.649503861253e-02	-2.649503861253e-02
1.276000000000e+00	-8.012125067072e-03	-2.645142767539e-02	-2.645142767539e-02
1.277000000000e+00	-8.737310372673e-03	-2.640781673825e-02	-2.640781673825e-02
1.278000000000e+00	-9.325229034625e-03	-2.636396005960e-02	-2.636396005960e-02
1.279000000000e+00	-9.775881055904e-03	-2.631985763945e-02	-2.631985763945e-02
1.280000000000e+00	-1.022653307580e-02	-2.627575521930e-02	-2.627575521930e-02
1.281000000000e+00	-1.042151321614e-02	-2.623389962824e-02	-2.623389962824e-02
1.282000000000e+00	-1.061649335649e-02	-2.619204403718e-02	-2.619204403718e-02
1.283000000000e+00	-1.070192445715e-02	-2.615256455098e-02	-2.615256455098e-02
1.284000000000e+00	-1.067780652049e-02	-2.611546116959e-02	-2.611546116959e-02
1.285000000000e+00	-1.065368858290e-02	-2.607835778823e-02	-2.607835778823e-02
1.286000000000e+00	-1.045960441245e-02	-2.604807484566e-02	-2.604807484566e-02
1.287000000000e+00	-1.026552024200e-02	-2.601779190309e-02	-2.601779190309e-02
1.288000000000e+00	-1.001429973524e-02	-2.599165142697e-02	-2.599165142697e-02
1.289000000000e+00	-9.705942893412e-03	-2.596965341722e-02	-2.596965341722e-02
1.290000000000e+00	-9.397586051265e-03	-2.594765540751e-02	-2.594765540751e-02
1.291000000000e+00	-9.030989537125e-03	-2.593468966228e-02	-2.593468966228e-02
1.292000000000e+00	-8.664393022984e-03	-2.592172391705e-02	-2.592172391705e-02
1.293000000000e+00	-8.293947651975e-03	-2.591326462295e-02	-2.591326462295e-02
1.294000000000e+00	-7.919653424181e-03	-2.590931177989e-02	-2.590931177989e-02
1.295000000000e+00	-7.545359196563e-03	-2.590535893687e-02	-2.590535893687e-02
1.296000000000e+00	-7.203539708737e-03	-2.590965219110e-02	-2.590965219110e-02
1.297000000000e+00	-6.861720220910e-03	-2.591394544533e-02	-2.591394544533e-02
1.298000000000e+00	-6.549301324473e-03	-2.592164789875e-02	-2.592164789875e-02
1.299000000000e+00	-6.266283018788e-03	-2.593275955128e-02	-2.593275955128e-02
1.300000000000e+00	-5.983264713479e-03	-2.594387120384e-02	-2.594387120384e-02
1.301000000000e+00	-5.769752022912e-03	-2.595985872277e-02	-2.595985872277e-02
1.302000000000e+00	-5.556239332346e-03	-2.597584624170e-02	-2.597584624170e-02
1.303000000000e+00	-5.375043592100e-03	-2.599313909543e-02	-2.599313909543e-02
1.304000000000e+00	-5.226164801474e-03	-2.601173728392e-02	-2.601173728392e-02
1.305000000000e+00	-5.077286011097e-03	-2.603033547241e-02	-2.603033547241e-02
1.306000000000e+00	-4.974396895272e-03	-2.604917693100e-02	-2.604917693100e-02
1.307000000000e+00	-4.871507779447e-03	-2.606801838959e-02	-2.606801838959e-02
1.308000000000e+00	-4.777066021061e-03	-2.608586077263e-02	-2.608586077263e-02
1.309000000000e+00	-4.691071619930e-03	-2.610270408015e-02	-2.610270408015e-02
1.310000000000e+00	-4.605077218700e-03	-2.611954738764e-02	-2.611954738764e-02
1.311000000000e+00	-4.500883313801e-03	-2.613249158076e-02	-2.613249158076e-02
1.312000000000e+00	-4.396689408903e-03	-2.614543577388e-02	-2.614543577388e-02
